Commercial.Online.Year,pca,tech,coolingwatertech,ctt,wst,cap
2016,p92,nuclear,nuclear_r_ww,r,ww,1122.0
2016,p94,lfill-gas,lfill-gas_r_ww,r,ww,23.100000000000005
2016,p99,gas-CC,gas-CC_r_ww,r,ww,1371.1
2016,p99,gas-CT,gas-CT,n,ww,191.0
2017,p1,battery_4,battery_4,n,fsu,2.2
2017,p10,battery_4,battery_4,n,fsu,5.5
2017,p10,gas-CT,gas-CT,n,ww,32.3
2017,p10,o-g-s,o-g-s_r_ww,r,ww,8.0
2017,p101,gas-CC,gas-CC_r_ww,r,ww,461.0
2017,p101,gas-CT,gas-CT,n,ww,7.4
2017,p101,lfill-gas,lfill-gas_r_ww,r,ww,8.4
2017,p103,gas-CC,gas-CC_r_ww,r,ww,127.1
2017,p105,lfill-gas,lfill-gas_r_ww,r,ww,6.4
2017,p108,gas-CC,gas-CC_r_ww,r,ww,1100.0
2017,p11,battery_4,battery_4,n,fsu,39.5
2017,p111,gas-CC,gas-CC_r_ww,r,ww,847.6
2017,p111,gas-CT,gas-CT,n,ww,1.5
2017,p112,gas-CC,gas-CC_r_ww,r,ww,694.6
2017,p114,lfill-gas,lfill-gas_r_ww,r,ww,4.5
2017,p117,lfill-gas,lfill-gas_r_ww,r,ww,3.2
2017,p12,geothermal,geothermal,n,fsa,37.0
2017,p121,battery_4,battery_4,n,fsu,2.0
2017,p122,gas-CT,gas-CT,n,ww,46.8
2017,p122,o-g-s,o-g-s_r_ww,r,ww,13.5
2017,p123,gas-CC,gas-CC_r_ww,r,ww,726.0
2017,p127,battery_4,battery_4,n,fsu,1.0
2017,p127,gas-CT,gas-CT,n,ww,6.8
2017,p127,o-g-s,o-g-s_r_ww,r,ww,34.84
2017,p128,o-g-s,o-g-s_r_ww,r,ww,1.0
2017,p131,battery_4,battery_4,n,fsu,4.9
2017,p131,gas-CT,gas-CT,n,ww,14.8
2017,p131,o-g-s,o-g-s_r_ww,r,ww,2.8
2017,p132,battery_4,battery_4,n,fsu,0.8
2017,p30,battery_4,battery_4,n,fsu,20.0
2017,p33,battery_4,battery_4,n,fsu,1.0
2017,p34,coal-new,CoalOldScr_r_ww,r,ww,208.0
2017,p34,coal-new,coal-new_r_ww,r,ww,208.0
2017,p34,hydro,hydro,n,ww,2.4
2017,p36,gas-CT,gas-CT,n,ww,191.59999999999997
2017,p4,hydro,hydro,n,ww,122.0
2017,p43,gas-CT,gas-CT,n,ww,63.5
2017,p45,gas-CT,gas-CT,n,ww,4.3
2017,p50,gas-CT,gas-CT,n,ww,401.0
2017,p51,gas-CC,gas-CC_r_ww,r,ww,467.5
2017,p52,gas-CT,gas-CT,n,ww,6.0
2017,p53,gas-CT,gas-CT,n,ww,63.900000000000006
2017,p55,battery_4,battery_4,n,fsu,1.2
2017,p60,battery_4,battery_4,n,fsu,32.0
2017,p61,gas-CT,gas-CT,n,ww,0.5
2017,p63,gas-CC,gas-CC_r_ww,r,ww,1064.0
2017,p65,gas-CC,gas-CC_r_ww,r,ww,1087.8
2017,p65,gas-CT,gas-CT,n,ww,90.0
2017,p67,gas-CT,gas-CT,n,ww,90.0
2017,p70,gas-CC,gas-CC_r_ww,r,ww,648.8
2017,p74,gas-CT,gas-CT,n,ww,50.099999999999994
2017,p83,battery_4,battery_4,n,fsu,0.3
2017,p83,gas-CT,gas-CT,n,ww,1.0
2017,p85,lfill-gas,lfill-gas_r_ww,r,ww,0.8
2017,p89,battery_4,battery_4,n,fsu,1.0
2017,p9,battery_4,battery_4,n,fsu,0.5
2017,p9,gas-CT,gas-CT,n,ww,27.600000000000005
2017,p9,hydro,hydro,n,ww,7.3
2017,p9,lfill-gas,lfill-gas_r_ww,r,ww,9.0
2017,p9,o-g-s,o-g-s_r_ww,r,ww,31.7
2017,p93,coal-new,CoalOldScr_r_ww,r,ww,268.0
2017,p93,hydro,hydro,n,ww,75.9
2017,p94,biopower,biopower_r_fg,r,fg,54.0
2017,p97,lfill-gas,lfill-gas_r_ww,r,ww,3.3
2017,p98,battery_4,battery_4,n,fsu,1.0
2017,p98,gas-CT,gas-CT,n,ww,78.0
2017,p99,gas-CC,gas-CC_r_ww,r,ww,766.0
2018,p1,hydro,hydro,n,ww,12.0
2018,p10,battery_4,battery_4,n,fsu,31.6
2018,p10,gas-CT,gas-CT,n,ww,6.6
2018,p10,geothermal,geothermal,n,fsa,16.0
2018,p10,o-g-s,o-g-s_r_ww,r,ww,5.4
2018,p101,battery_4,battery_4,n,fsu,14.0
2018,p101,gas-CC,gas-CC_r_ww,r,ww,1632.0
2018,p101,gas-CT,gas-CT,n,ww,18.6
2018,p103,lfill-gas,lfill-gas_r_ww,r,ww,2.4000000000000004
2018,p104,battery_4,battery_4,n,fsu,1.0
2018,p105,gas-CC,gas-CC_r_ww,r,ww,706.0
2018,p107,gas-CC,gas-CC_r_ww,r,ww,644.0
2018,p11,battery_4,battery_4,n,fsu,40.0
2018,p11,gas-CT,gas-CT,n,ww,527.5
2018,p111,gas-CC,gas-CC_r_ww,r,ww,850.0
2018,p111,gas-CT,gas-CT,n,ww,9.0
2018,p114,gas-CC,gas-CC_r_ww,r,ww,468.0
2018,p115,gas-CC,gas-CC_r_ww,r,ww,944.0
2018,p12,geothermal,geothermal,n,fsa,65.8
2018,p122,gas-CC,gas-CC_r_ww,r,ww,3471.5000000000005
2018,p122,gas-CT,gas-CT,n,ww,2.0
2018,p123,battery_4,battery_4,n,fsu,6.0
2018,p123,gas-CC,gas-CC_r_ww,r,ww,1868.6
2018,p123,gas-CT,gas-CT,n,ww,43.6
2018,p123,o-g-s,o-g-s_r_ww,r,ww,80.0
2018,p126,battery_4,battery_4,n,fsu,20.8
2018,p126,gas-CC,gas-CC_r_ww,r,ww,524.5
2018,p126,gas-CT,gas-CT,n,ww,135.79999999999995
2018,p126,o-g-s,o-g-s_r_ww,r,ww,4.5
2018,p127,battery_4,battery_4,n,fsu,2.0
2018,p127,gas-CC,gas-CC_r_ww,r,ww,705.0999999999999
2018,p127,o-g-s,o-g-s_r_ww,r,ww,5.4
2018,p128,battery_4,battery_4,n,fsu,5.0
2018,p129,battery_4,battery_4,n,fsu,1.0
2018,p131,battery_4,battery_4,n,fsu,3.0
2018,p131,gas-CC,gas-CC_r_ww,r,ww,677.1
2018,p131,gas-CT,gas-CT,n,ww,10.0
2018,p132,gas-CC,gas-CC_r_ww,r,ww,778.3
2018,p132,gas-CT,gas-CT,n,ww,90.0
2018,p132,o-g-s,o-g-s_r_ww,r,ww,3.4
2018,p133,gas-CT,gas-CT,n,ww,2.5
2018,p16,lfill-gas,lfill-gas_r_ww,r,ww,2.6
2018,p25,gas-CT,gas-CT,n,ww,12.0
2018,p28,battery_4,battery_4,n,fsu,12.0
2018,p31,geothermal,geothermal,n,fsa,7.0
2018,p33,battery_4,battery_4,n,fsu,4.0
2018,p34,battery_4,battery_4,n,fsu,4.2
2018,p38,battery_4,battery_4,n,fsu,0.8
2018,p38,biopower,biopower_r_fg,r,fg,5.4
2018,p4,hydro,hydro,n,ww,122.0
2018,p41,gas-CT,gas-CT,n,ww,9.3
2018,p43,battery_4,battery_4,n,fsu,15.0
2018,p43,gas-CT,gas-CT,n,ww,297.3
2018,p45,gas-CT,gas-CT,n,ww,4.0
2018,p47,battery_4,battery_4,n,fsu,1.0
2018,p5,hydro,hydro,n,ww,1.1
2018,p53,gas-CT,gas-CT,n,ww,6.0
2018,p60,battery_4,battery_4,n,fsu,19.8
2018,p63,gas-CT,gas-CT,n,ww,225.60000000000005
2018,p64,battery_4,battery_4,n,fsu,1.5
2018,p67,gas-CT,gas-CT,n,ww,451.6
2018,p70,battery_4,battery_4,n,fsu,1.1
2018,p71,gas-CT,gas-CT,n,ww,18.000000000000004
2018,p80,battery_4,battery_4,n,fsu,20.0
2018,p80,coal-new,CoalOldScr_r_ww,r,ww,10.6
2018,p9,battery_4,battery_4,n,fsu,0.5
2018,p9,biopower,biopower_r_fg,r,fg,6.0
2018,p9,o-g-s,o-g-s_r_ww,r,ww,17.9
2018,p92,gas-CC,gas-CC_r_ww,r,ww,1052.1
2018,p95,gas-CC,gas-CC_r_ww,r,ww,786.0
2018,p96,battery_4,battery_4,n,fsu,4.0
2018,p97,gas-CC,gas-CC_r_ww,r,ww,486.0
2018,p99,gas-CC,gas-CC_r_ww,r,ww,1585.0
2018,p99,gas-CT,gas-CT,n,ww,330.0
2019,p10,battery_4,battery_4,n,fsu,42.4
2019,p10,gas-CT,gas-CT,n,ww,29.4
2019,p10,o-g-s,o-g-s_r_ww,r,ww,3.8
2019,p101,battery_4,battery_4,n,fsu,5.0
2019,p101,biopower,biopower_r_fg,r,fg,4.7
2019,p101,gas-CC,gas-CC_r_ww,r,ww,1723.1000000000001
2019,p101,gas-CT,gas-CT,n,ww,74.0
2019,p101,lfill-gas,lfill-gas_r_ww,r,ww,1.6
2019,p103,gas-CC,gas-CC_r_ww,r,ww,26.9
2019,p103,gas-CT,gas-CT,n,ww,4.4
2019,p104,lfill-gas,lfill-gas_r_ww,r,ww,0.8
2019,p105,gas-CT,gas-CT,n,ww,11.2
2019,p105,o-g-s,o-g-s_r_ww,r,ww,5.2
2019,p107,battery_4,battery_4,n,fsu,6.0
2019,p109,hydro,hydro,n,ww,2.5
2019,p109,lfill-gas,lfill-gas_r_ww,r,ww,2.4
2019,p11,battery_4,battery_4,n,fsu,2.0
2019,p11,o-g-s,o-g-s_r_ww,r,ww,6.0
2019,p112,gas-CT,gas-CT,n,ww,1.8
2019,p12,geothermal,geothermal,n,fsa,20.0
2019,p122,gas-CC,gas-CC_r_ww,r,ww,1303.7
2019,p122,gas-CT,gas-CT,n,ww,42.99999999999999
2019,p125,lfill-gas,lfill-gas_r_ww,r,ww,2.0
2019,p125,o-g-s,o-g-s_r_ww,r,ww,1.3
2019,p126,battery_4,battery_4,n,fsu,19.8
2019,p126,o-g-s,o-g-s_r_ww,r,ww,4.1
2019,p127,battery_4,battery_4,n,fsu,21.8
2019,p127,gas-CT,gas-CT,n,ww,1.5
2019,p127,hydro,hydro,n,ww,1.2
2019,p128,battery_4,battery_4,n,fsu,5.0
2019,p129,battery_4,battery_4,n,fsu,7.9
2019,p131,battery_4,battery_4,n,fsu,26.500000000000004
2019,p131,gas-CT,gas-CT,n,ww,541.8
2019,p131,o-g-s,o-g-s_r_ww,r,ww,2.0
2019,p132,gas-CC,gas-CC_r_ww,r,ww,576.3
2019,p132,o-g-s,o-g-s_r_ww,r,ww,3.7
2019,p16,lfill-gas,lfill-gas_r_ww,r,ww,1.4
2019,p18,hydro,hydro,n,ww,3.4
2019,p25,gas-CT,gas-CT,n,ww,14.0
2019,p28,battery_4,battery_4,n,fsu,10.0
2019,p28,gas-CT,gas-CT,n,ww,523.5
2019,p33,battery_4,battery_4,n,fsu,1.3
2019,p43,gas-CT,gas-CT,n,ww,21.6
2019,p50,coal-new,CoalOldScr_r_ww,r,ww,1040.0
2019,p52,gas-CT,gas-CT,n,ww,3.0
2019,p53,gas-CT,gas-CT,n,ww,1.0
2019,p56,battery_4,battery_4,n,fsu,12.0
2019,p58,gas-CC,gas-CC_r_ww,r,ww,1000.0
2019,p62,battery_4,battery_4,n,fsu,9.9
2019,p64,battery_4,battery_4,n,fsu,9.9
2019,p65,battery_4,battery_4,n,fsu,10.0
2019,p65,gas-CC,gas-CC_r_ww,r,ww,232.0
2019,p65,gas-CT,gas-CT,n,ww,186.0
2019,p67,battery_4,battery_4,n,fsu,9.9
2019,p67,gas-CT,gas-CT,n,ww,103.0
2019,p68,gas-CC,gas-CC_r_ww,r,ww,174.0
2019,p70,gas-CT,gas-CT,n,ww,2.6
2019,p74,gas-CT,gas-CT,n,ww,183.00000000000003
2019,p78,gas-CC,gas-CC_r_ww,r,ww,700.0
2019,p81,gas-CT,gas-CT,n,ww,2.8
2019,p87,gas-CT,gas-CT,n,ww,36.4
2019,p9,battery_4,battery_4,n,fsu,1.5
2019,p9,o-g-s,o-g-s_r_ww,r,ww,13.5
2019,p90,gas-CT,gas-CT,n,ww,43.6
2019,p94,biopower,biopower_r_fg,r,fg,116.0
2019,p95,gas-CT,gas-CT,n,ww,12.8
2019,p96,gas-CT,gas-CT,n,ww,7.0
2019,p97,gas-CC,gas-CC_r_ww,r,ww,586.4
2019,p97,lfill-gas,lfill-gas_r_ww,r,ww,1.6
2019,p98,biopower,biopower_r_fg,r,fg,1.7000000000000002
2019,p98,gas-CT,gas-CT,n,ww,5.6
2019,p98,lfill-gas,lfill-gas_r_ww,r,ww,1.8
2019,p98,o-g-s,o-g-s_r_ww,r,ww,1.0
2020,p10,battery_4,battery_4,n,fsu,84.3
2020,p10,gas-CC,gas-CC_r_ww,r,ww,1206.0
2020,p10,gas-CT,gas-CT,n,ww,91.8
2020,p101,gas-CT,gas-CT,n,ww,133.5
2020,p103,gas-CT,gas-CT,n,ww,3.3
2020,p103,lfill-gas,lfill-gas_r_ww,r,ww,1.6
2020,p104,gas-CT,gas-CT,n,ww,5.0
2020,p105,gas-CT,gas-CT,n,ww,0.9
2020,p105,lfill-gas,lfill-gas_r_ww,r,ww,1.4
2020,p107,battery_4,battery_4,n,fsu,10.0
2020,p11,battery_4,battery_4,n,fsu,282.0
2020,p115,gas-CC,gas-CC_r_ww,r,ww,256.7
2020,p122,gas-CC,gas-CC_r_ww,r,ww,2159.3999999999996
2020,p126,gas-CT,gas-CT,n,ww,5.0
2020,p127,battery_4,battery_4,n,fsu,12.1
2020,p127,gas-CC,gas-CC_r_ww,r,ww,1016.1
2020,p127,gas-CT,gas-CT,n,ww,1.5
2020,p131,battery_4,battery_4,n,fsu,69.29999999999998
2020,p132,o-g-s,o-g-s_r_ww,r,ww,16.1
2020,p15,hydro,hydro,n,ww,3.2
2020,p2,battery_4,battery_4,n,fsu,1.0
2020,p30,gas-CT,gas-CT,n,ww,181.99999999999997
2020,p33,battery_4,battery_4,n,fsu,1.0
2020,p38,gas-CT,gas-CT,n,ww,245.5
2020,p4,hydro,hydro,n,ww,122.0
2020,p5,hydro,hydro,n,ww,18.0
2020,p50,battery_4,battery_4,n,fsu,10.0
2020,p58,gas-CC,gas-CC_r_ww,r,ww,1000.0
2020,p58,gas-CT,gas-CT,n,ww,250.0
2020,p62,battery_4,battery_4,n,fsu,9.9
2020,p66,hydro,hydro,n,ww,26.099999999999998
2020,p67,battery_4,battery_4,n,fsu,49.5
2020,p70,battery_4,battery_4,n,fsu,0.3
2020,p70,gas-CT,gas-CT,n,ww,6.1000000000000005
2020,p70,hydro,hydro,n,ww,55.0
2020,p76,lfill-gas,lfill-gas_r_ww,r,ww,0.6
2020,p80,hydro,hydro,n,ww,10.4
2020,p87,gas-CT,gas-CT,n,ww,22.6
2020,p9,battery_4,battery_4,n,fsu,311.9
2020,p9,hydro,hydro,n,ww,2.7
2020,p94,battery_4,battery_4,n,fsu,2.7
2020,p94,gas-CT,gas-CT,n,ww,1.0
2020,p94,o-g-s,o-g-s_r_ww,r,ww,0.2
2020,p97,battery_4,battery_4,n,fsu,8.8
2021,p10,battery_4,battery_4,n,fsu,999.0
2021,p101,battery_4,battery_4,n,fsu,433.8
2021,p101,biopower,biopower_r_fg,r,fg,12.0
2021,p101,gas-CC,gas-CC_r_ww,r,ww,37.5
2021,p103,gas-CC,gas-CC_r_ww,r,ww,177.6
2021,p103,gas-CT,gas-CT,n,ww,73.3
2021,p105,hydro,hydro,n,ww,2.5
2021,p11,battery_4,battery_4,n,fsu,52.5
2021,p111,gas-CC,gas-CC_r_ww,r,ww,1060.0
2021,p112,gas-CC,gas-CC_r_ww,r,ww,485.0
2021,p115,gas-CC,gas-CC_r_ww,r,ww,619.1
2021,p127,battery_4,battery_4,n,fsu,220.0
2021,p13,battery_4,battery_4,n,fsu,90.0
2021,p131,battery_4,battery_4,n,fsu,57.199999999999996
2021,p132,o-g-s,o-g-s_r_ww,r,ww,3.7
2021,p134,battery_4,battery_4,n,fsu,2.3
2021,p20,battery_4,battery_4,n,fsu,200.0
2021,p28,battery_4,battery_4,n,fsu,198.0
2021,p31,battery_4,battery_4,n,fsu,12.0
2021,p41,battery_4,battery_4,n,fsu,1.4
2021,p48,battery_4,battery_4,n,fsu,50.0
2021,p5,battery_4,battery_4,n,fsu,30.0
2021,p54,battery_4,battery_4,n,fsu,4.5
2021,p58,gas-CT,gas-CT,n,ww,364.4
2021,p60,battery_4,battery_4,n,fsu,77.0
2021,p62,battery_4,battery_4,n,fsu,40.0
2021,p63,battery_4,battery_4,n,fsu,410.0
2021,p64,battery_4,battery_4,n,fsu,200.0
2021,p65,battery_4,battery_4,n,fsu,269.3
2021,p66,gas-CC,gas-CC_r_ww,r,ww,1000.0
2021,p67,battery_4,battery_4,n,fsu,119.80000000000001
2021,p67,gas-CT,gas-CT,n,ww,718.0
2021,p70,gas-CT,gas-CT,n,ww,55.199999999999996
2021,p73,battery_4,battery_4,n,fsu,4.0
2021,p85,battery_4,battery_4,n,fsu,10.0
2021,p9,battery_4,battery_4,n,fsu,792.5
2021,p91,battery_4,battery_4,n,fsu,5.5
2021,p94,battery_4,battery_4,n,fsu,80.0
2021,p94,nuclear,nuclear_r_ww,r,ww,1100.0
2022,p10,battery_4,battery_4,n,fsu,211.0
2022,p103,gas-CC,gas-CC_r_ww,r,ww,1146.0
2022,p104,gas-CC,gas-CC_r_ww,r,ww,1109.3000000000002
2022,p13,battery_4,battery_4,n,fsu,75.0
2022,p28,battery_4,battery_4,n,fsu,300.0
2022,p31,battery_4,battery_4,n,fsu,350.0
2022,p34,battery_4,battery_4,n,fsu,225.0
2022,p48,battery_4,battery_4,n,fsu,5.0
2022,p5,gas-CT,gas-CT,n,ww,394.8
2022,p63,battery_4,battery_4,n,fsu,120.0
2022,p64,battery_4,battery_4,n,fsu,80.0
2022,p65,battery_4,battery_4,n,fsu,100.0
2022,p9,battery_4,battery_4,n,fsu,228.3
2022,p92,battery_4,battery_4,n,fsu,20.0
2022,p94,nuclear,nuclear_r_ww,r,ww,1100.0
2022,p98,battery_4,battery_4,n,fsu,2.0
2023,p10,battery_4,battery_4,n,fsu,1206.5
2023,p101,gas-CC,gas-CC_r_ww,r,ww,1055.0
2023,p127,battery_4,battery_4,n,fsu,316.0
2023,p13,battery_4,battery_4,n,fsu,280.0
2023,p131,battery_4,battery_4,n,fsu,150.0
2023,p28,battery_4,battery_4,n,fsu,500.0
2024,p97,gas-CT,gas-CT,n,ww,517.0
