Nuke60RetireYear,pca,tech,coolingwatertech,cap
2100,p102,gas-CC,none,5975.0
2100,p102,gas-CT,none,1217.3999999999996
2100,p102,lfill-gas,none,186.5
2100,p102,o-g-s,none,22.0
2100,p103,CoalOldScr,none,60.0
2100,p103,CoalOldUns,none,2031.0
2100,p103,biopower,none,161.3
2100,p103,coal-new,none,1535.0
2100,p103,gas-CC,none,3135.5
2100,p103,gas-CT,none,3790.4
2100,p103,hydro,none,145.10000000000036
2100,p103,lfill-gas,none,110.49999999999991
2100,p103,o-g-s,none,1942.0
2100,p103,pumped-hydro,none,2304.0
2100,p104,gas-CC,none,1064.8000000000002
2100,p104,gas-CT,none,71.8
2100,p104,hydro,none,9.799999999999997
2100,p104,lfill-gas,none,4.6
2100,p105,CoalOldUns,none,30.2
2100,p105,coal-new,none,995.0
2100,p105,gas-CC,none,1115.0
2100,p105,gas-CT,none,1365.9
2100,p105,hydro,none,15.4
2100,p105,lfill-gas,none,39.999999999999986
2100,p105,o-g-s,none,14.0
2100,p106,gas-CC,none,264.0
2100,p106,gas-CT,none,316.0
2100,p106,lfill-gas,none,5.0
2100,p106,o-g-s,none,634.2
2100,p107,CoalOldScr,none,2168.0
2100,p107,CoalOldUns,none,1615.0
2100,p107,coal-new,none,4113.0
2100,p107,gas-CC,none,1080.0
2100,p107,gas-CT,none,1256.6000000000001
2100,p107,hydro,none,45.0
2100,p107,lfill-gas,none,2.2
2100,p108,CoalOldScr,none,871.0
2100,p108,coal-new,none,443.0
2100,p108,gas-CT,none,58.0
2100,p109,CoalOldScr,none,2279.0
2100,p109,biopower,none,3.3
2100,p109,coal-new,none,3674.0
2100,p109,gas-CT,none,3376.9
2100,p109,hydro,none,160.8
2100,p109,lfill-gas,none,15.200000000000005
2100,p11,gas-CC,none,1212.4
2100,p11,gas-CT,none,548.0
2100,p11,hydro,none,13.700000000000001
2100,p11,lfill-gas,none,12.8
2100,p110,gas-CT,none,825.0
2100,p110,o-g-s,none,260.0
2100,p111,CoalOldUns,none,687.0
2100,p111,biopower,none,7.2
2100,p111,coal-new,none,136.0
2100,p111,gas-CC,none,23.4
2100,p111,gas-CT,none,1363.8999999999996
2100,p111,lfill-gas,none,38.19999999999999
2100,p112,CoalOldScr,none,2598.0
2100,p112,CoalOldUns,none,89.6
2100,p112,coal-new,none,2660.0
2100,p112,gas-CC,none,2828.0
2100,p112,gas-CT,none,2520.3000000000025
2100,p112,hydro,none,99.89999999999998
2100,p113,gas-CT,none,780.8
2100,p114,CoalOldScr,none,1344.0
2100,p114,coal-new,none,1020.0
2100,p114,gas-CT,none,1278.4
2100,p114,hydro,none,2.0
2100,p114,o-g-s,none,112.2
2100,p115,coal-new,none,2265.0
2100,p115,gas-CC,none,1415.0
2100,p115,gas-CT,none,806.4
2100,p115,hydro,none,106.8
2100,p115,lfill-gas,none,4.8
2100,p116,CoalOldScr,none,2554.0
2100,p116,coal-new,none,3767.0
2100,p116,gas-CT,none,332.29999999999995
2100,p116,hydro,none,146.3
2100,p117,coal-new,none,3399.0
2100,p117,gas-CT,none,750.0
2100,p117,hydro,none,159.20000000000002
2100,p118,CoalOldUns,none,2.5
2100,p118,gas-CT,none,255.3
2100,p118,hydro,none,142.6
2100,p118,o-g-s,none,460.0
2100,p12,coal-new,none,218.0
2100,p12,gas-CC,none,657.0
2100,p12,gas-CT,none,243.20000000000007
2100,p12,hydro,none,12.0
2100,p12,o-g-s,none,108.0
2100,p120,gas-CT,none,118.29999999999998
2100,p120,lfill-gas,none,14.400000000000013
2100,p121,coal-new,none,180.0
2100,p121,hydro,none,18.0
2100,p122,CoalOldScr,none,1307.0
2100,p122,coal-new,none,3945.0
2100,p122,gas-CC,none,6595.699999999999
2100,p122,gas-CT,none,2224.5999999999995
2100,p122,hydro,none,654.5
2100,p122,lfill-gas,none,303.2000000000004
2100,p122,o-g-s,none,4520.9
2100,p122,pumped-hydro,none,1583.0
2100,p123,CoalOldUns,none,305.0
2100,p123,coal-new,none,3664.0
2100,p123,gas-CC,none,230.0
2100,p123,gas-CT,none,2139.3999999999996
2100,p123,hydro,none,572.0
2100,p123,lfill-gas,none,129.9
2100,p123,o-g-s,none,1842.0
2100,p124,gas-CT,none,389.9
2100,p125,gas-CC,none,1196.0
2100,p125,gas-CT,none,379.3
2100,p125,lfill-gas,none,8.0
2100,p125,o-g-s,none,710.0
2100,p126,CoalOldScr,none,463.0
2100,p126,coal-new,none,11.6
2100,p126,gas-CC,none,5822.5
2100,p126,gas-CT,none,2023.6000000000001
2100,p126,hydro,none,12.3
2100,p126,lfill-gas,none,186.80000000000007
2100,p126,pumped-hydro,none,420.0
2100,p127,gas-CC,none,6901.500000000001
2100,p127,gas-CT,none,2443.400000000004
2100,p127,hydro,none,4709.000000000001
2100,p127,lfill-gas,none,238.5000000000003
2100,p127,o-g-s,none,9052.16
2100,p127,pumped-hydro,none,1406.1
2100,p128,gas-CC,none,717.8
2100,p128,gas-CT,none,2091.600000000001
2100,p128,lfill-gas,none,121.7
2100,p128,o-g-s,none,2347.0
2100,p129,biopower,none,72.0
2100,p129,gas-CT,none,97.89999999999999
2100,p129,hydro,none,332.8
2100,p129,lfill-gas,none,1.6
2100,p13,gas-CC,none,4248.0
2100,p13,gas-CT,none,1053.0
2100,p13,hydro,none,1039.4
2100,p13,o-g-s,none,6.5
2100,p130,CoalOldUns,none,96.0
2100,p130,biopower,none,142.29999999999998
2100,p130,gas-CC,none,1231.0
2100,p130,gas-CT,none,87.0
2100,p130,hydro,none,502.70000000000016
2100,p130,lfill-gas,none,29.6
2100,p130,o-g-s,none,400.0
2100,p131,biopower,none,16.0
2100,p131,gas-CC,none,5528.500000000001
2100,p131,gas-CT,none,842.0999999999996
2100,p131,hydro,none,263.5000000000001
2100,p131,lfill-gas,none,255.20000000000002
2100,p131,o-g-s,none,1262.7
2100,p131,pumped-hydro,none,1768.0
2100,p132,gas-CC,none,1982.7999999999997
2100,p132,gas-CT,none,1225.9
2100,p132,hydro,none,119.39999999999999
2100,p132,lfill-gas,none,163.3
2100,p132,o-g-s,none,1687.2
2100,p132,pumped-hydro,none,29.4
2100,p133,gas-CC,none,1780.2000000000003
2100,p133,gas-CT,none,17.0
2100,p133,hydro,none,1.6
2100,p133,lfill-gas,none,6.0
2100,p133,o-g-s,none,2.0
2100,p134,biopower,none,178.0
2100,p134,gas-CC,none,1254.0
2100,p134,gas-CT,none,332.3
2100,p134,hydro,none,681.3000000000001
2100,p134,lfill-gas,none,41.4
2100,p134,o-g-s,none,811.0
2100,p14,biopower,none,5.8
2100,p14,gas-CC,none,248.0
2100,p14,gas-CT,none,132.0
2100,p14,hydro,none,338.50000000000006
2100,p14,o-g-s,none,22.5
2100,p15,biopower,none,5.8
2100,p15,gas-CT,none,430.9
2100,p15,hydro,none,1735.8999999999999
2100,p15,lfill-gas,none,3.0
2100,p16,hydro,none,623.7000000000002
2100,p17,gas-CT,none,54.0
2100,p17,hydro,none,1855.8000000000002
2100,p18,coal-new,none,107.0
2100,p18,hydro,none,624.9000000000001
2100,p2,biopower,none,17.4
2100,p2,gas-CC,none,1899.5
2100,p2,hydro,none,3647.8999999999996
2100,p2,lfill-gas,none,10.5
2100,p20,CoalOldScr,none,1515.0
2100,p20,coal-new,none,52.0
2100,p21,CoalOldScr,none,2111.0
2100,p21,gas-CT,none,4.7
2100,p21,hydro,none,64.69999999999999
2100,p22,gas-CT,none,15.0
2100,p23,CoalOldScr,none,332.0
2100,p23,coal-new,none,355.0
2100,p23,gas-CT,none,98.0
2100,p24,CoalOldScr,none,1710.0
2100,p24,hydro,none,240.79999999999993
2100,p25,CoalOldScr,none,1871.0
2100,p25,coal-new,none,450.0
2100,p25,gas-CC,none,1201.0
2100,p25,gas-CT,none,535.8999999999999
2100,p25,hydro,none,85.69999999999999
2100,p25,lfill-gas,none,9.799999999999999
2100,p25,o-g-s,none,237.0
2100,p26,CoalOldScr,none,458.0
2100,p26,gas-CT,none,9.9
2100,p26,hydro,none,170.7
2100,p27,gas-CC,none,1120.0
2100,p27,gas-CT,none,90.0
2100,p27,hydro,none,1294.5
2100,p28,CoalOldScr,none,291.0
2100,p28,biopower,none,22.2
2100,p28,coal-new,none,271.0
2100,p28,gas-CC,none,8749.1
2100,p28,gas-CT,none,1567.5
2100,p28,hydro,none,1423.4
2100,p28,lfill-gas,none,2.8
2100,p28,o-g-s,none,729.0
2100,p28,pumped-hydro,none,216.3
2100,p29,CoalOldScr,none,1552.0
2100,p29,coal-new,none,832.0
2100,p3,biopower,none,50.0
2100,p3,gas-CT,none,76.79999999999998
2100,p3,hydro,none,2208.3999999999996
2100,p3,lfill-gas,none,22.8
2100,p30,gas-CC,none,8.3
2100,p30,gas-CT,none,278.3
2100,p30,o-g-s,none,260.0
2100,p31,CoalOldScr,none,1540.0
2100,p31,coal-new,none,847.0
2100,p31,gas-CC,none,869.6
2100,p31,gas-CT,none,518.5
2100,p31,hydro,none,79.9
2100,p31,lfill-gas,none,3.4
2100,p31,o-g-s,none,299.0
2100,p32,gas-CT,none,112.0
2100,p32,hydro,none,4.0
2100,p33,CoalOldScr,none,1584.0
2100,p33,coal-new,none,441.0
2100,p33,gas-CC,none,2016.5
2100,p33,gas-CT,none,2090.2000000000003
2100,p33,hydro,none,294.8
2100,p33,lfill-gas,none,3.2
2100,p33,o-g-s,none,392.0
2100,p33,pumped-hydro,none,599.1
2100,p34,coal-new,none,750.0
2100,p34,gas-CC,none,460.0
2100,p34,gas-CT,none,620.6
2100,p34,hydro,none,356.6
2100,p34,o-g-s,none,55.0
2100,p35,gas-CT,none,189.3
2100,p35,hydro,none,200.0
2100,p36,CoalOldScr,none,1776.0
2100,p36,hydro,none,510.0
2100,p37,gas-CT,none,53.199999999999996
2100,p38,gas-CT,none,755.3
2100,p38,hydro,none,1594.0
2100,p39,gas-CT,none,12.7
2100,p39,hydro,none,38.0
2100,p4,hydro,none,11151.599999999999
2100,p4,pumped-hydro,none,314.0
2100,p40,CoalOldUns,none,1442.0
2100,p40,coal-new,none,60.0
2100,p40,gas-CC,none,220.0
2100,p40,gas-CT,none,309.89999999999986
2100,p40,hydro,none,239.9
2100,p40,o-g-s,none,135.0
2100,p41,CoalOldUns,none,1223.5
2100,p41,coal-new,none,664.0
2100,p41,gas-CC,none,122.6
2100,p41,gas-CT,none,1278.3000000000002
2100,p41,lfill-gas,none,6.3999999999999995
2100,p42,gas-CT,none,63.099999999999994
2100,p42,hydro,none,0.5
2100,p43,CoalOldUns,none,127.79999999999998
2100,p43,biopower,none,173.90000000000003
2100,p43,coal-new,none,519.0
2100,p43,gas-CC,none,1849.2
2100,p43,gas-CT,none,2019.3999999999999
2100,p43,hydro,none,120.80000000000001
2100,p43,lfill-gas,none,68.69999999999997
2100,p43,o-g-s,none,98.0
2100,p44,gas-CT,none,57.7
2100,p44,hydro,none,1.1
2100,p45,coal-new,none,1518.0
2100,p45,gas-CC,none,505.09999999999997
2100,p45,gas-CT,none,456.59999999999997
2100,p45,lfill-gas,none,4.0
2100,p45,o-g-s,none,38.0
2100,p46,CoalOldUns,none,388.0
2100,p46,biopower,none,34.0
2100,p46,gas-CT,none,453.3000000000002
2100,p46,hydro,none,167.80000000000004
2100,p46,lfill-gas,none,4.0
2100,p46,o-g-s,none,23.0
2100,p47,gas-CC,none,562.0
2100,p47,gas-CT,none,283.0
2100,p47,o-g-s,none,295.0
2100,p48,CoalOldUns,none,1018.0
2100,p48,gas-CC,none,553.0
2100,p48,gas-CT,none,569.6999999999999
2100,p48,o-g-s,none,584.0
2100,p5,biopower,none,17.5
2100,p5,gas-CC,none,2462.9
2100,p5,gas-CT,none,33.8
2100,p5,hydro,none,7827.899999999999
2100,p5,lfill-gas,none,36.20000000000001
2100,p50,CoalOldScr,none,320.0
2100,p50,CoalOldUns,none,440.0
2100,p50,gas-CC,none,3593.8999999999996
2100,p50,gas-CT,none,947.1999999999999
2100,p50,hydro,none,472.9
2100,p50,o-g-s,none,3004.0
2100,p51,CoalOldScr,none,520.0
2100,p51,CoalOldUns,none,522.0
2100,p51,gas-CC,none,2734.3999999999996
2100,p51,gas-CT,none,179.9
2100,p51,hydro,none,460.19999999999993
2100,p51,o-g-s,none,3170.0
2100,p51,pumped-hydro,none,258.0
2100,p52,CoalOldScr,none,359.0
2100,p52,gas-CT,none,190.40000000000003
2100,p52,o-g-s,none,96.0
2100,p53,coal-new,none,2155.0
2100,p53,gas-CC,none,149.0
2100,p53,gas-CT,none,2793.601000000001
2100,p53,hydro,none,2.4
2100,p53,lfill-gas,none,7.1
2100,p53,o-g-s,none,396.5
2100,p54,CoalOldUns,none,4.8
2100,p54,coal-new,none,2146.0
2100,p54,gas-CC,none,850.5
2100,p54,gas-CT,none,2040.5999999999995
2100,p54,o-g-s,none,122.69999999999999
2100,p55,CoalOldScr,none,184.0
2100,p55,gas-CC,none,495.0
2100,p55,gas-CT,none,779.1
2100,p55,hydro,none,284.5
2100,p55,lfill-gas,none,3.0
2100,p55,pumped-hydro,none,186.0
2100,p56,gas-CC,none,162.0
2100,p56,gas-CT,none,334.0
2100,p56,hydro,none,741.5
2100,p56,lfill-gas,none,4.0
2100,p57,CoalOldScr,none,721.0
2100,p57,CoalOldUns,none,1056.0
2100,p57,biopower,none,5.0
2100,p57,gas-CC,none,916.6
2100,p57,o-g-s,none,1225.0
2100,p58,CoalOldScr,none,845.0
2100,p58,CoalOldUns,none,1632.0
2100,p58,biopower,none,10.9
2100,p58,coal-new,none,628.0
2100,p58,gas-CC,none,5478.099999999999
2100,p58,gas-CT,none,1726.6999999999998
2100,p58,hydro,none,192.0
2100,p58,o-g-s,none,5665.08
2100,p59,gas-CC,none,367.0
2100,p59,gas-CT,none,62.0
2100,p59,o-g-s,none,76.0
2100,p6,biopower,none,84.1
2100,p6,gas-CC,none,490.0
2100,p6,gas-CT,none,100.0
2100,p6,hydro,none,426.2
2100,p6,lfill-gas,none,3.0
2100,p60,gas-CC,none,322.0
2100,p60,gas-CT,none,407.0
2100,p61,hydro,none,58.0
2100,p62,gas-CC,none,1466.0
2100,p62,gas-CT,none,340.0
2100,p63,CoalOldScr,none,4404.0
2100,p63,coal-new,none,1665.0
2100,p63,gas-CC,none,9829.099999999999
2100,p63,gas-CT,none,599.0
2100,p63,hydro,none,144.0
2100,p63,lfill-gas,none,23.400000000000006
2100,p63,o-g-s,none,5411.0
2100,p64,CoalOldScr,none,435.0
2100,p64,gas-CC,none,5037.8
2100,p64,gas-CT,none,793.1999999999998
2100,p64,hydro,none,309.3
2100,p64,lfill-gas,none,9.6
2100,p64,o-g-s,none,1443.1
2100,p65,CoalOldScr,none,951.0
2100,p65,CoalOldUns,none,642.6
2100,p65,biopower,none,17.5
2100,p65,coal-new,none,785.0
2100,p65,gas-CC,none,5923.3
2100,p65,gas-CT,none,1039.6999999999994
2100,p65,hydro,none,36.5
2100,p65,lfill-gas,none,18.0
2100,p65,o-g-s,none,2022.0
2100,p66,gas-CC,none,2544.8999999999996
2100,p66,gas-CT,none,983.5
2100,p66,hydro,none,140.0
2100,p66,lfill-gas,none,1.7
2100,p66,o-g-s,none,3729.2999999999993
2100,p67,CoalOldScr,none,610.0
2100,p67,CoalOldUns,none,1889.0
2100,p67,gas-CC,none,6929.6
2100,p67,gas-CT,none,1725.0
2100,p67,o-g-s,none,1198.0
2100,p68,gas-CC,none,330.0
2100,p68,gas-CT,none,1115.3999999999999
2100,p68,hydro,none,6.6000000000000005
2100,p68,lfill-gas,none,18.0
2100,p68,o-g-s,none,18.0
2100,p69,CoalOldUns,none,16.1
2100,p69,gas-CT,none,375.29999999999984
2100,p69,o-g-s,none,37.0
2100,p7,hydro,none,231.20000000000002
2100,p70,CoalOldScr,none,158.0
2100,p70,CoalOldUns,none,397.2
2100,p70,coal-new,none,878.0
2100,p70,gas-CC,none,540.6
2100,p70,gas-CT,none,1232.2999999999997
2100,p70,hydro,none,143.90000000000003
2100,p70,lfill-gas,none,9.2
2100,p70,o-g-s,none,240.39999999999998
2100,p71,gas-CT,none,60.699999999999996
2100,p71,hydro,none,27.0
2100,p71,pumped-hydro,none,31.0
2100,p72,CoalOldScr,none,240.0
2100,p72,CoalOldUns,none,4690.0
2100,p72,biopower,none,19.0
2100,p72,coal-new,none,972.0
2100,p72,gas-CC,none,27.8
2100,p72,gas-CT,none,1345.4999999999995
2100,p72,hydro,none,231.2
2100,p72,lfill-gas,none,4.7
2100,p72,o-g-s,none,22.0
2100,p73,pumped-hydro,none,440.0
2100,p74,biopower,none,17.7
2100,p74,gas-CT,none,54.4
2100,p74,hydro,none,106.20000000000003
2100,p75,biopower,none,44.0
2100,p75,coal-new,none,592.0
2100,p75,gas-CT,none,565.4
2100,p75,hydro,none,75.40000000000002
2100,p75,lfill-gas,none,6.3999999999999995
2100,p75,o-g-s,none,80.0
2100,p76,gas-CC,none,608.1
2100,p76,gas-CT,none,703.6
2100,p76,hydro,none,86.99999999999999
2100,p76,lfill-gas,none,10.500000000000002
2100,p76,o-g-s,none,0.7
2100,p77,gas-CT,none,16.8
2100,p77,hydro,none,28.9
2100,p78,gas-CC,none,697.9
2100,p78,gas-CT,none,526.1
2100,p78,lfill-gas,none,3.0
2100,p78,o-g-s,none,102.0
2100,p79,coal-new,none,634.0
2100,p79,gas-CC,none,1443.0
2100,p79,gas-CT,none,1286.3
2100,p79,lfill-gas,none,35.9
2100,p79,o-g-s,none,240.0
2100,p8,biopower,none,39.0
2100,p8,gas-CT,none,5.0
2100,p8,hydro,none,117.60000000000001
2100,p80,CoalOldUns,none,510.0
2100,p80,coal-new,none,10.6
2100,p80,gas-CC,none,1344.5000000000002
2100,p80,gas-CT,none,7367.199999999999
2100,p80,hydro,none,29.700000000000003
2100,p80,lfill-gas,none,35.4
2100,p80,o-g-s,none,1409.7999999999997
2100,p81,CoalOldScr,none,170.0
2100,p81,CoalOldUns,none,948.0
2100,p81,coal-new,none,741.0
2100,p81,gas-CC,none,1032.2
2100,p81,gas-CT,none,1838.0000000000007
2100,p81,hydro,none,4.3999999999999995
2100,p81,lfill-gas,none,2.4000000000000004
2100,p82,coal-new,none,208.0
2100,p82,gas-CT,none,149.09999999999997
2100,p82,lfill-gas,none,2.4000000000000004
2100,p83,CoalOldUns,none,595.0
2100,p83,gas-CC,none,610.4
2100,p83,gas-CT,none,1562.3999999999987
2100,p83,lfill-gas,none,6.4
2100,p84,CoalOldUns,none,1153.0
2100,p84,gas-CC,none,420.0
2100,p84,gas-CT,none,222.7
2100,p84,hydro,none,3.0
2100,p85,biopower,none,8.0
2100,p85,coal-new,none,670.0
2100,p85,gas-CC,none,4457.5
2100,p85,gas-CT,none,370.6
2100,p85,hydro,none,515.5
2100,p85,lfill-gas,none,4.0
2100,p85,o-g-s,none,776.0
2100,p85,pumped-hydro,none,28.0
2100,p86,gas-CC,none,1346.3
2100,p86,gas-CT,none,312.0
2100,p87,gas-CC,none,3709.3
2100,p87,gas-CT,none,1017.9999999999998
2100,p87,o-g-s,none,2061.5
2100,p88,coal-new,none,440.0
2100,p88,gas-CC,none,3010.0
2100,p88,gas-CT,none,293.2
2100,p88,o-g-s,none,18.6
2100,p89,coal-new,none,2873.0
2100,p89,gas-CC,none,1474.0
2100,p89,gas-CT,none,1122.8000000000004
2100,p89,hydro,none,1559.4000000000003
2100,p89,lfill-gas,none,0.8
2100,p89,o-g-s,none,1528.0
2100,p9,CoalOldUns,none,17.0
2100,p9,biopower,none,374.50000000000006
2100,p9,gas-CC,none,7352.000000000002
2100,p9,gas-CT,none,2895.5999999999976
2100,p9,hydro,none,8762.700000000003
2100,p9,lfill-gas,none,77.29999999999998
2100,p9,o-g-s,none,2.6
2100,p9,pumped-hydro,none,1423.2
2100,p90,CoalOldUns,none,362.0
2100,p90,coal-new,none,726.0
2100,p90,gas-CC,none,8022.200000000002
2100,p90,gas-CT,none,1417.0
2100,p90,hydro,none,1710.6000000000001
2100,p90,o-g-s,none,130.0
2100,p91,coal-new,none,924.0
2100,p91,gas-CC,none,740.9
2100,p91,gas-CT,none,126.0
2100,p91,lfill-gas,none,17.800000000000004
2100,p91,o-g-s,none,16.2
2100,p92,biopower,none,1.8
2100,p92,coal-new,none,3868.0
2100,p92,gas-CC,none,525.0
2100,p92,gas-CT,none,3796.0000000000027
2100,p92,hydro,none,2618.6
2100,p92,lfill-gas,none,3.2
2100,p92,pumped-hydro,none,1616.3
2100,p93,CoalOldUns,none,938.0
2100,p93,gas-CT,none,714.6
2100,p93,hydro,none,682.5
2100,p94,CoalOldUns,none,10.0
2100,p94,biopower,none,113.80000000000001
2100,p94,coal-new,none,4976.0
2100,p94,gas-CC,none,5487.7
2100,p94,gas-CT,none,8653.401999999998
2100,p94,hydro,none,1850.2
2100,p94,lfill-gas,none,12.0
2100,p94,o-g-s,none,714.0
2100,p94,pumped-hydro,none,1862.2
2100,p95,gas-CC,none,546.0
2100,p95,gas-CT,none,2041.0999999999995
2100,p95,hydro,none,445.09999999999985
2100,p95,lfill-gas,none,6.0
2100,p95,o-g-s,none,170.0
2100,p95,pumped-hydro,none,2140.0
2100,p96,CoalOldScr,none,1140.0
2100,p96,biopower,none,124.6
2100,p96,coal-new,none,4086.0
2100,p96,gas-CC,none,1863.0
2100,p96,gas-CT,none,781.4000000000001
2100,p96,hydro,none,857.4
2100,p96,lfill-gas,none,23.100000000000005
2100,p96,o-g-s,none,350.6
2100,p96,pumped-hydro,none,576.0
2100,p97,coal-new,none,4822.0
2100,p97,gas-CC,none,476.8
2100,p97,gas-CT,none,3288.799999999999
2100,p97,hydro,none,1443.4
2100,p97,lfill-gas,none,11.999999999999998
2100,p97,pumped-hydro,none,86.0
2100,p98,biopower,none,233.49999999999997
2100,p98,coal-new,none,3168.0
2100,p98,gas-CC,none,826.0
2100,p98,gas-CT,none,2097.9
2100,p98,hydro,none,441.79999999999995
2100,p98,lfill-gas,none,9.099999999999998
2100,p99,CoalOldScr,none,25.4
2100,p99,biopower,none,104.0
2100,p99,coal-new,none,1115.0
2100,p99,gas-CC,none,3160.8
2100,p99,gas-CT,none,3876.2999999999984
2100,p99,hydro,none,719.5999999999997
2100,p99,lfill-gas,none,281.80000000000314
2100,p99,o-g-s,none,858.1
2100,p99,pumped-hydro,none,3241.0
